temperature,vibration,pressure,rpm,runtime_hours,load_percent,oil_quality_index,failure_within_30_days
61.75,2.03,76.12,2550,50,86.9,50.58,0
78.87,3.64,51.21,2638,11636,71.06,75.53,1
61.2,0.63,58.08,2713,7132,69.94,73.25,0
83.54,4.93,47.81,3856,12890,72.09,62.21,1
60.82,3.6,29.93,1883,11408,42.02,84.31,0
68.2,1.82,68.11,3051,7262,66.26,56.33,1
67.5,6.45,24.59,2673,14115,93.35,61.65,1
90.9,2.15,47.23,2480,10024,87.56,83.71,1
78.96,5.93,54.24,2661,9818,65.75,85.93,0
72.46,3.24,58.23,3134,8309,96.15,60.06,1
80.98,7.38,44.83,3162,17418,45.34,75.48,1
49.71,5.85,29.27,2893,5434,50.51,60.32,1
74.48,2.69,43.78,3346,7387,101.55,69.04,1
98.97,2.85,44.52,3434,2813,78.4,74.16,0
76.59,5.59,44.18,3208,12634,62.8,80.41,0
75.81,4.03,68.58,2527,6089,67.0,76.76,1
81.58,4.2,38.01,3047,6650,53.48,76.1,0
85.75,6.79,59.21,3050,6415,72.98,55.82,0
51.03,3.15,57.22,2392,9314,71.55,77.82,0
54.81,4.66,68.45,2015,2746,68.36,80.27,0
77.52,6.22,53.14,1789,50,47.12,82.33,0
66.42,5.96,66.08,2835,11289,72.77,61.21,0
90.74,4.21,52.59,2949,50,58.47,85.73,0
71.22,3.98,61.08,2209,13271,50.25,52.24,1
51.79,1.37,33.96,3323,16793,90.8,65.54,1
59.78,2.6,18.06,2876,8179,107.05,67.87,1
42.0,5.07,60.29,3475,15497,102.97,53.06,1
72.19,4.25,61.04,2985,8879,79.7,67.64,0
72.74,4.63,61.66,2267,16996,63.22,75.32,0
69.91,6.37,47.65,3029,6719,66.73,44.61,1
87.95,2.36,75.86,3135,50,75.3,66.08,0
89.38,4.07,48.56,2526,8600,60.44,45.77,1
72.96,4.84,60.89,2079,17540,91.74,100.0,0
49.38,3.23,63.32,2850,11675,31.36,75.19,0
82.41,7.08,79.06,2300,6423,62.68,73.89,1
81.66,6.14,50.56,3360,10645,82.42,75.48,1
78.71,5.02,45.86,2596,13856,52.79,81.07,1
86.78,7.73,34.03,3662,8572,63.68,86.67,1
61.02,1.8,76.73,1738,22132,78.69,48.55,0
99.11,4.49,60.9,2867,6413,95.33,91.65,1
63.49,5.16,61.34,3515,14013,44.71,90.69,0
83.99,2.85,98.63,2355,12810,43.37,71.0,0
54.75,5.04,59.55,2720,5501,50.97,70.22,0
63.84,2.51,36.77,2598,6878,40.32,25.46,1
93.2,5.74,52.26,2458,14090,41.61,53.34,1
71.87,6.4,41.35,2922,9724,50.49,79.78,1
85.08,4.99,49.46,2152,10690,90.2,90.01,0
77.84,1.16,49.36,2745,820,62.38,82.93,0
73.74,2.76,46.78,3058,12280,68.56,70.86,0
91.37,5.52,35.49,2692,10436,50.8,100.0,1
72.16,4.54,77.3,2300,8680,79.4,87.08,0
53.63,0.2,59.18,3315,10804,101.76,66.09,0
65.36,6.74,51.84,3165,6954,52.02,100.0,0
81.61,4.75,65.61,2279,6040,99.05,55.56,1
79.75,3.03,61.59,2153,7791,74.56,49.92,0
56.2,6.29,58.86,2324,6679,68.3,65.68,0
66.31,3.28,64.59,3073,19903,75.2,60.62,1
68.02,3.26,56.88,2938,13559,75.03,66.53,1
70.61,5.15,64.38,3195,4158,101.43,83.97,1
58.49,7.71,65.54,2637,19181,77.36,71.49,1
67.46,7.42,57.28,2338,6836,77.74,71.88,0
66.26,5.15,51.91,3259,9147,60.41,72.88,0
84.26,5.33,76.43,2523,13487,83.1,37.32,1
84.71,5.92,48.31,2893,50,50.78,49.27,1
73.25,2.24,60.48,2025,7815,69.96,66.22,0
70.3,5.66,60.79,2515,6133,119.9,59.36,1
76.68,3.18,46.47,3305,10025,22.92,68.52,0
65.2,5.07,43.69,2442,10850,72.2,93.06,0
61.24,4.09,50.05,3207,8614,72.89,70.88,0
63.72,5.4,48.11,1634,8382,63.89,52.17,0
67.38,4.71,34.59,2520,14326,64.32,60.1,1
61.04,0.2,45.88,2714,10507,69.65,97.66,0
76.94,4.82,58.73,3671,9207,63.46,94.99,0
83.76,5.66,72.72,2215,9739,72.0,80.94,0
55.95,5.3,62.76,3135,18179,59.22,48.56,1
75.3,4.32,18.61,3328,9863,104.4,76.6,1
72.36,7.46,63.98,2439,6428,63.46,77.76,0
79.1,5.06,47.19,2613,50,78.25,72.38,1
74.84,5.29,61.34,2871,1830,55.96,63.45,0
57.56,6.38,54.8,2059,6665,84.8,66.56,0
59.85,5.15,52.3,2572,8458,81.2,62.4,1
75.35,2.88,53.57,3438,6222,75.55,54.82,1
87.35,0.2,54.69,3061,10756,49.51,92.49,0
48.43,3.64,73.82,2722,6157,54.46,85.23,0
79.15,5.87,54.72,2857,4428,98.35,67.73,1
89.28,3.86,70.2,3090,12063,54.26,77.28,0
73.16,5.94,68.16,3186,15847,79.54,77.85,0
81.6,4.77,64.34,2522,3464,51.0,100.0,0
66.56,6.82,29.99,3567,10219,86.15,85.09,1
73.57,3.97,70.63,3458,50,55.64,84.52,0
55.55,5.34,48.59,3139,1627,50.66,72.57,0
46.87,5.41,65.02,2379,6056,55.18,65.48,0
86.31,7.2,41.38,2290,14675,58.03,92.74,1
63.18,1.43,38.41,2637,5106,75.28,81.78,0
69.53,3.67,82.67,2830,4919,69.25,59.56,1
58.36,6.03,41.6,1916,9180,48.29,78.81,0
58.08,7.28,71.05,3047,9185,67.5,84.56,0
72.91,4.93,56.66,3444,5074,47.42,40.56,1
66.25,3.97,49.12,3088,18931,79.58,58.16,1
79.54,5.86,54.37,2462,7673,82.88,77.44,1
80.43,6.06,36.78,2403,9568,67.57,43.13,1
78.85,3.85,54.81,2950,6991,72.89,45.51,1
77.86,5.09,39.84,2723,11200,99.54,67.94,1
93.93,6.62,49.46,3022,15175,65.16,79.37,1
62.19,7.9,67.95,3101,17318,51.0,80.07,0
74.34,5.84,58.56,3346,5189,78.43,95.74,0
88.59,4.58,34.25,2234,14504,47.61,73.23,1
90.17,4.4,66.92,2911,11748,64.21,66.41,1
57.94,5.5,54.9,2618,13873,57.22,52.39,0
71.25,4.29,47.41,2751,8541,55.37,66.23,1
91.3,4.84,65.45,3232,8065,63.5,82.61,0
81.1,2.6,52.66,3287,13679,84.2,83.29,1
77.34,6.83,38.68,3499,13773,87.9,75.97,1
72.39,2.45,80.87,3013,16829,84.67,80.21,0
70.39,3.72,54.76,2745,9993,74.05,91.15,0
78.46,4.68,53.86,2674,8465,63.36,73.13,0
71.97,8.08,49.33,1933,50,25.56,92.51,0
74.49,3.74,71.52,3470,944,74.62,61.1,0
75.94,3.3,47.65,2639,7029,26.97,70.9,0
66.86,3.51,33.37,3053,3495,33.38,64.79,0
81.39,7.49,45.5,3139,13071,65.09,83.89,1
109.97,0.2,73.57,2177,2450,72.76,56.78,1
53.68,2.7,66.65,2338,6493,59.88,67.17,0
78.89,9.42,51.43,3574,6690,95.64,44.1,1
65.88,5.56,74.23,2945,15024,76.32,80.92,0
81.93,2.51,65.47,2510,5959,63.51,90.7,0
75.56,4.42,51.27,2737,11262,92.95,85.66,0
84.14,4.62,52.68,3343,9979,96.17,84.19,1
89.11,6.02,59.61,3267,13516,77.23,84.59,1
77.31,7.81,43.35,2067,13251,54.05,82.5,1
88.58,5.2,55.06,3617,8833,58.1,81.22,0
46.87,3.53,59.32,3283,519,41.96,82.18,0
94.09,5.92,31.38,2724,7841,67.24,62.16,1
79.5,3.24,52.35,2204,8900,49.1,69.0,0
87.93,2.64,50.76,3327,10430,62.08,73.05,0
60.36,1.33,69.39,3038,5312,72.69,66.96,0
65.03,1.68,29.18,2071,14705,32.29,48.51,1
76.75,2.89,49.66,2684,9068,45.25,53.47,0
74.8,2.38,48.26,4200,4398,58.88,75.45,0
78.4,5.06,68.44,2808,6709,67.05,85.59,0
88.01,2.34,54.39,2429,18643,59.11,72.14,1
53.82,0.2,80.15,2296,12322,63.13,100.0,0
86.69,2.62,64.27,3686,14242,55.29,58.2,0
75.1,3.65,49.26,3224,3792,41.91,78.67,0
72.55,3.41,58.36,3504,5556,58.37,91.37,0
57.35,7.24,50.04,2924,5593,64.16,87.99,0
81.04,3.4,67.03,3427,9922,62.41,81.83,0
46.03,6.09,36.35,2376,8130,70.01,88.05,0
82.78,4.47,43.47,2881,6553,75.54,72.83,1
57.09,4.42,61.38,2944,7180,80.27,96.94,0
75.64,3.0,72.16,3491,5030,56.6,91.25,0
73.57,4.39,24.17,2959,8101,39.64,59.22,1
89.03,3.12,74.24,2487,14566,90.89,76.82,1
72.86,4.81,53.04,2832,1434,74.94,48.79,0
66.67,4.07,28.63,1962,10732,50.82,94.83,0
68.92,2.8,12.98,1640,15900,73.0,75.36,1
90.27,6.29,33.59,3216,8084,87.22,92.23,0
81.44,5.27,54.72,2613,6356,99.13,70.36,0
70.37,3.69,54.08,2669,13621,72.51,44.16,1
72.16,4.76,63.86,3215,4079,87.07,100.0,0
56.19,4.35,47.31,3499,8887,46.23,73.97,0
79.66,2.94,39.49,3067,3801,67.35,57.0,1
53.88,4.63,49.22,3764,50,61.97,89.19,0
84.02,3.38,55.47,3051,8240,74.17,100.0,0
76.54,2.8,58.23,2951,2683,97.0,68.96,0
103.64,1.58,43.95,2920,8942,72.5,70.51,1
61.8,3.85,67.62,2157,14575,51.12,75.57,0
73.77,5.52,46.3,3278,18271,45.26,55.34,1
96.58,3.25,42.82,1577,9468,97.62,61.64,1
89.3,9.04,47.41,2507,14096,77.25,98.73,1
66.65,6.09,70.05,2811,10995,76.07,70.02,1
77.69,6.85,53.14,2405,7084,61.81,59.44,1
75.02,5.93,45.28,2574,50,72.82,65.22,0
78.38,7.84,67.97,3720,17132,50.23,88.09,1
66.62,3.08,85.0,3352,3754,74.97,42.36,0
73.93,0.2,57.94,2457,15914,46.85,75.82,0
55.82,3.7,72.27,2565,11684,61.53,100.0,0
76.62,5.5,69.51,2161,4120,56.43,100.0,0
80.4,4.77,46.52,3152,10560,10.0,80.6,0
72.27,5.0,55.37,2675,19665,61.76,91.75,0
55.62,6.88,37.04,1817,16678,51.82,91.6,0
86.86,5.19,52.13,2850,6436,64.21,70.11,1
79.37,5.94,46.23,3019,5440,68.03,85.87,0
66.29,2.81,49.36,3282,9501,99.82,98.83,0
71.63,2.53,44.5,2763,8172,73.48,53.04,1
56.99,7.41,50.98,2614,14999,74.01,80.65,1
62.7,4.68,62.45,3793,12698,76.92,77.42,0
68.55,3.38,53.33,2803,539,83.69,73.55,0
89.74,3.38,28.9,3160,11293,76.18,72.22,1
67.33,3.33,44.55,2530,8105,73.07,75.48,0
82.68,3.22,33.73,3145,9186,80.8,76.73,1
68.54,2.19,58.42,2072,10245,24.32,88.78,0
77.98,1.8,62.05,2569,14994,105.6,79.15,0
73.3,4.15,58.59,2196,13889,96.62,69.33,1
85.48,3.43,43.98,2498,5251,71.91,59.4,1
68.58,6.49,58.46,3425,8707,42.57,64.91,0
56.13,5.03,48.42,2494,6757,89.79,75.92,0
58.42,4.98,39.06,3159,591,55.51,61.41,0
68.62,3.16,65.39,3559,8453,77.61,86.19,0
60.01,4.28,66.45,2786,18224,44.91,78.45,0
79.92,5.15,68.28,3297,440,108.08,89.15,1
69.41,5.79,46.48,3066,8880,42.04,62.42,1
103.5,4.33,71.51,2858,8719,69.24,59.53,1
54.15,6.44,48.09,3175,10439,29.8,89.04,0
77.44,4.51,64.15,3720,4186,67.26,73.95,0
61.46,5.93,47.85,2481,1874,60.34,68.96,0
69.08,3.62,51.86,2320,2107,88.47,82.48,0
76.7,1.24,21.1,2291,15655,60.34,81.92,0
47.1,4.98,50.77,3297,4087,88.5,53.16,1
77.84,5.81,56.28,3365,6502,49.57,92.77,0
97.83,5.54,49.26,2531,19523,62.92,65.84,1
69.56,5.26,79.59,1732,5329,63.29,97.5,0
78.12,3.87,38.73,2463,10712,76.92,52.0,1
87.3,3.05,47.11,3074,14319,74.63,76.76,0
73.03,5.49,42.33,2767,14079,81.0,69.22,1
68.03,5.27,47.11,2890,2342,72.8,42.37,1
47.69,3.49,69.44,2538,5433,79.9,81.87,0
82.69,6.5,75.69,3307,10512,51.84,43.14,1
73.64,2.91,45.19,2972,18645,75.0,67.62,1
62.85,3.45,44.88,3093,5192,96.95,88.56,0
76.52,7.45,38.8,2880,6532,37.76,64.05,1
68.0,6.06,73.29,3062,11098,76.8,58.44,1
68.66,3.86,70.69,3029,12098,80.18,84.01,0
82.28,5.02,53.52,2336,12401,94.3,68.26,1
58.94,4.78,35.45,2987,4768,81.07,65.92,0
87.57,0.2,36.71,3196,6340,69.81,91.12,0
58.23,2.87,57.39,3378,10078,75.74,54.49,0
67.05,4.41,62.69,3008,15312,54.77,65.11,0
98.08,3.86,26.07,2317,7808,61.02,85.0,1
88.53,4.94,50.5,2394,8888,43.96,53.52,1
76.17,6.53,77.66,2582,3870,94.77,98.63,0
63.71,3.92,51.95,2895,18316,76.1,68.75,1
68.65,2.6,75.85,2739,9771,51.51,85.12,0
75.88,5.08,64.09,2238,14389,72.88,85.09,1
75.45,3.91,39.82,2235,9149,88.87,69.72,1
73.91,4.22,50.9,1751,9426,85.87,64.81,0
74.63,3.97,53.2,1240,1498,51.3,71.36,0
72.43,8.54,41.66,2734,50,11.59,82.69,0
57.7,0.47,41.42,3960,15260,75.12,57.2,1
68.8,3.8,76.09,3698,9390,52.04,53.95,0
85.98,4.49,41.32,2311,10032,79.2,94.26,0
58.58,3.09,70.1,2875,2755,85.1,60.98,0
72.73,6.12,48.89,2068,4485,88.05,77.31,0
65.16,5.96,54.64,2144,14312,99.41,68.97,1
76.34,4.41,62.87,2201,17701,90.25,69.63,1
70.34,4.01,46.62,2687,5894,99.49,93.46,0
92.73,4.3,62.95,2709,12357,92.82,70.72,1
81.08,4.31,26.35,2926,9950,94.39,66.65,1
59.26,4.36,61.16,3132,8397,67.26,67.95,0
83.05,4.16,20.44,2632,18260,44.79,64.45,1
65.7,4.95,51.82,2818,6734,112.68,61.95,1
68.08,5.86,66.96,2253,15204,69.13,64.51,1
78.77,2.29,63.71,2128,10907,90.12,96.95,0
69.1,2.61,36.82,2051,8916,58.1,82.67,0
85.71,1.35,38.62,3125,15860,85.35,66.82,1
65.71,6.06,45.36,2631,10451,23.99,86.72,0
67.57,4.95,57.61,1864,8518,60.61,48.19,0
67.12,5.41,26.55,2768,15897,66.23,92.64,1
68.21,1.93,54.81,2176,15246,76.33,91.43,0
88.19,7.71,59.36,3630,15010,87.3,100.0,1
82.55,3.4,51.04,2511,50,48.31,87.17,0
95.52,4.8,62.35,3141,11201,79.88,78.56,1
102.21,6.04,58.13,3344,10061,90.08,91.37,1
62.63,2.72,47.42,2323,8826,110.23,62.61,1
75.85,3.52,27.89,2838,12049,80.72,66.07,1
60.89,4.82,56.87,3077,10303,59.73,71.04,0
65.67,9.64,41.66,2858,12389,45.11,92.53,0
67.44,5.04,46.9,2981,7660,100.93,59.16,1
62.31,7.39,61.71,2135,16491,81.27,57.57,1
62.38,6.67,74.84,3077,12895,67.6,75.55,0
73.27,5.16,54.47,2557,11713,38.84,82.76,0
60.4,2.72,62.76,2975,11469,51.24,61.45,0
85.11,6.41,34.78,3260,14786,79.36,82.06,0
63.99,1.8,58.44,3134,14108,74.37,92.53,0
108.71,7.38,54.16,2974,8436,32.97,90.01,1
69.58,4.86,72.21,3121,13952,79.39,77.3,0
75.86,0.2,47.43,3144,9870,39.77,70.64,0
59.46,3.89,51.62,3548,18585,92.37,98.03,0
95.47,5.68,69.82,2783,14489,71.75,72.23,1
88.43,4.07,53.71,2882,5872,59.66,86.11,0
78.56,5.79,39.48,3266,20654,85.82,100.0,0
58.84,2.97,90.72,2555,50,74.36,84.53,0
77.53,2.15,39.9,2132,12187,91.85,57.04,1
61.54,4.37,54.09,3047,5519,69.45,53.41,0
92.55,4.56,59.85,2697,18411,70.5,67.54,1
84.71,3.87,58.75,2196,10264,62.87,82.64,0
76.15,6.71,52.34,3050,5031,72.73,78.67,1
45.76,2.97,52.41,3516,7668,98.56,100.0,0
63.2,5.06,51.71,1985,5430,58.95,78.53,0
83.25,4.62,39.38,3311,7471,79.66,67.09,1
89.55,1.7,85.1,1531,7357,52.15,55.0,0
88.31,2.13,51.92,2600,5244,30.8,89.71,0
55.9,4.52,63.36,3720,10350,71.73,71.91,1
78.62,8.07,50.31,2636,10956,74.67,49.41,1
87.19,5.54,50.03,2845,4018,66.02,72.33,1
55.1,1.39,48.62,3181,709,41.07,57.06,0
74.91,0.2,33.3,1942,10555,73.48,65.62,0
78.29,5.82,52.75,2836,11660,72.79,72.09,1
71.39,4.33,49.3,2832,12651,52.0,58.42,0
52.77,6.55,71.4,3731,11756,43.64,64.69,0
71.09,2.91,38.25,2182,16864,63.46,60.84,0
71.07,5.13,46.92,2609,13985,79.75,61.24,1
73.22,6.02,42.42,2336,22399,75.5,56.88,1
68.24,3.69,75.2,2283,24503,52.14,64.76,0
69.68,3.73,42.83,3364,209,70.46,58.58,0
74.52,4.55,62.87,2813,50,83.97,80.8,0
80.31,5.48,68.58,2522,8963,46.89,75.01,1
71.35,4.47,52.95,2541,11521,69.14,89.92,0
70.08,6.25,35.72,2518,8621,92.11,100.0,0
76.11,3.67,35.9,2563,12518,45.05,82.16,0
51.95,2.11,67.04,2168,7649,88.8,78.74,0
80.72,8.06,37.35,2671,5530,97.15,83.11,1
74.99,3.41,60.49,2620,6286,64.0,79.0,0
75.48,3.48,56.6,2421,7999,61.83,72.75,0
86.53,4.38,60.28,2878,13218,86.6,71.56,1
51.57,4.62,61.6,2920,6566,64.65,56.67,0
51.31,3.8,41.93,2522,7555,25.64,84.58,0
78.29,4.47,41.34,2728,11851,66.22,71.53,1
74.91,4.43,65.01,3879,8006,76.47,93.74,0
77.04,4.81,46.19,3860,14584,81.32,85.73,0
69.45,0.26,16.5,2273,4402,52.15,62.61,0
82.97,7.89,64.08,2343,3318,63.14,90.7,1
86.19,4.23,40.49,2270,10523,85.58,33.59,1
80.81,5.55,61.54,3329,11021,66.92,100.0,1
71.87,2.02,74.5,2601,4675,40.48,51.92,0
49.71,3.65,55.23,2920,15718,90.28,79.43,0
84.23,3.29,68.94,3798,18625,64.15,78.41,1
89.66,7.15,57.15,2795,5861,87.64,88.86,1
82.73,3.45,77.22,3153,16437,42.88,67.07,1
64.44,5.86,40.13,3060,50,65.82,39.82,1
83.09,3.33,54.88,2506,14381,77.18,67.09,1
85.33,3.69,64.42,3330,4711,66.43,68.71,1
93.71,4.06,52.33,2375,13880,46.71,41.26,1
64.49,6.81,71.13,3470,4194,25.04,72.68,0
72.28,1.1,48.95,2506,8658,95.42,55.86,0
83.97,2.13,83.97,2561,4949,72.46,81.74,0
75.69,0.99,84.71,2256,7931,89.0,68.31,0
61.59,2.54,58.95,2338,18150,84.72,100.0,0
79.98,3.04,62.74,2587,8460,78.74,68.16,1
81.94,1.59,71.68,1584,19552,62.22,78.46,0
76.06,3.18,38.38,2683,7071,76.82,68.8,1
77.64,0.87,36.63,2546,16459,93.79,47.65,1
71.9,2.67,72.59,3195,872,69.49,68.93,0
92.74,6.66,58.84,3011,7567,102.23,83.3,1
64.19,5.23,51.83,2446,6319,41.01,81.03,0
67.95,4.84,55.16,2571,16689,39.08,67.6,0
75.13,2.69,21.6,2683,9926,85.79,50.15,1
85.55,1.74,52.33,3543,50,53.26,81.67,0
57.03,2.45,44.46,2389,2449,104.78,78.29,0
59.28,4.42,67.85,2440,3937,92.07,84.65,0
50.55,6.06,68.93,2236,13670,96.58,67.89,1
75.39,6.12,63.07,2059,13025,83.92,46.73,1
61.58,5.64,60.54,2954,7498,51.41,80.01,0
70.39,3.17,34.04,2901,6257,38.13,71.86,0
82.94,4.54,63.27,3441,12582,94.92,92.88,0
67.3,3.92,63.81,3321,3352,41.01,72.43,0
77.78,4.14,72.43,3999,11288,96.53,71.32,1
71.41,8.17,84.65,2763,10863,80.05,78.26,1
83.07,1.33,31.3,2670,7627,66.63,63.05,0
80.7,4.08,49.56,2150,10988,75.96,62.32,1
66.7,6.68,44.61,3148,9510,76.38,70.53,1
72.98,1.86,57.42,2859,11487,64.36,58.19,1
87.52,3.34,55.19,3126,2329,93.66,68.56,0
79.72,3.55,51.72,2230,12073,93.05,100.0,1
58.24,4.1,69.39,2976,14133,70.8,87.64,0
82.87,1.63,39.58,2903,10605,57.2,76.62,1
61.98,5.57,40.42,2870,12006,91.51,95.28,0
91.95,5.7,40.66,2458,8450,31.59,59.63,0
87.29,5.42,49.96,3395,13457,75.99,100.0,0
78.48,2.93,37.8,3825,9326,81.31,65.09,1
76.89,4.66,54.32,2245,3260,53.09,100.0,0
72.49,2.88,52.68,3160,13101,85.53,100.0,0
83.14,3.9,43.99,1361,829,67.53,45.7,1
70.55,8.38,67.23,3134,10414,58.18,94.01,0
77.83,4.67,54.17,1865,7079,85.34,67.74,1
85.46,2.36,69.88,2538,6759,48.46,63.48,0
68.26,4.82,52.27,2143,9860,83.65,79.87,1
67.61,2.07,54.66,2692,5454,32.32,56.88,0
60.67,2.34,47.12,3219,11561,73.14,79.53,0
62.23,2.63,54.9,1871,9284,68.79,57.89,0
53.06,3.7,64.97,2620,5914,58.29,74.66,0
83.76,6.19,49.24,2543,15691,75.01,92.03,0
96.71,5.54,62.26,3591,10024,66.57,77.8,1
92.1,5.44,43.62,3016,12154,86.98,66.6,1
55.49,2.52,65.63,2211,16083,78.08,80.12,0
83.7,3.53,46.88,2564,16001,76.15,50.9,1
92.07,4.99,66.92,3578,11899,73.25,59.42,1
69.52,3.37,55.85,3157,7487,59.5,65.55,0
76.22,4.0,76.29,2341,1851,62.57,83.8,0
50.91,5.29,38.84,2666,10033,72.47,78.09,0
78.2,3.87,34.33,2682,14473,64.88,80.03,0
62.24,4.91,46.37,2531,10772,88.01,71.59,1
77.4,7.37,35.62,1945,50,69.68,60.18,1
56.27,4.19,35.64,2461,13350,74.77,94.32,0
81.51,6.62,63.7,3495,13657,42.75,61.53,1
87.29,5.51,54.94,2609,7494,84.98,78.29,0
65.6,1.86,48.28,2748,13942,57.54,70.32,0
61.36,2.52,49.58,2870,12140,49.23,80.44,0
49.13,3.0,46.64,3909,5572,97.63,62.92,0
71.8,2.96,78.11,2804,15357,80.56,87.79,0
68.02,4.34,44.7,3347,2663,85.59,92.67,0
56.39,5.61,36.49,2501,8714,76.18,86.87,0
80.44,6.76,66.14,2670,8215,66.32,74.36,1
69.6,5.05,51.98,2806,4873,62.97,65.47,1
62.09,3.7,83.54,2413,10519,82.02,100.0,0
68.35,0.75,47.63,2698,15552,88.39,57.13,1
87.86,4.63,66.84,3244,15239,66.77,85.22,0
82.24,4.55,70.15,2400,12618,105.31,76.99,1
73.44,4.83,47.7,2800,520,64.45,71.06,0
82.43,8.29,44.6,3154,2320,42.91,74.78,1
61.07,6.73,65.38,2388,9831,37.01,64.35,0
75.39,5.91,63.05,3348,8829,37.62,78.41,0
76.77,2.77,35.25,2836,6510,60.55,76.75,0
69.36,3.58,39.2,2717,18527,63.82,100.0,0
80.23,4.33,19.49,1796,9529,80.29,88.06,0
65.63,3.1,63.34,2613,11712,67.49,79.74,0
81.12,5.4,51.33,2986,13939,83.18,80.63,0
81.62,5.14,52.73,3673,9275,68.81,99.59,0
39.99,2.54,31.32,3084,21955,68.24,57.44,1
89.28,6.65,39.63,3363,4298,57.6,69.26,0
38.43,4.68,48.31,2195,5970,93.61,43.39,1
67.61,1.39,45.59,2737,4286,40.43,80.38,0
87.3,4.41,56.65,3410,16813,73.42,84.72,1
71.19,5.01,63.17,2356,13010,64.73,57.07,1
57.41,6.25,86.77,3283,6279,82.07,93.53,0
61.88,3.89,54.72,3167,4681,67.63,61.22,0
87.32,5.99,70.62,2937,15924,68.16,66.86,1
51.94,4.84,43.38,2636,10808,63.2,73.79,0
88.55,2.13,31.55,2307,16052,93.08,95.91,0
74.34,1.95,50.07,3688,8699,68.04,59.13,1
60.69,6.52,32.63,3116,11558,103.45,76.37,1
68.0,6.65,55.21,2970,10501,72.9,83.62,1
62.79,5.08,44.07,2594,5879,68.39,80.53,0
85.39,7.19,27.64,2819,8279,65.38,81.08,0
83.79,6.4,79.3,2882,3078,78.16,83.42,0
54.37,5.73,47.47,3000,11471,57.41,63.68,0
70.16,2.86,32.07,3167,12806,70.62,97.32,0
64.64,7.62,67.57,2409,13951,68.15,70.33,1
90.52,5.47,44.8,2067,12333,73.85,68.34,1
58.8,3.81,70.26,2842,8359,74.3,92.21,0
94.25,3.3,44.73,1926,16760,75.24,62.54,1
74.6,4.96,47.43,2638,13462,69.71,76.8,0
61.06,1.49,59.83,2545,15943,96.24,61.16,1
66.87,5.76,63.31,3046,16256,75.61,100.0,0
65.38,2.78,65.76,3791,8372,114.91,100.0,0
59.7,5.17,53.74,1828,10939,68.9,70.35,0
76.14,3.56,62.4,3937,12873,85.26,79.8,1
60.27,4.02,65.44,2683,3254,54.93,72.08,0
48.84,3.14,57.81,2974,3365,93.21,66.77,0
70.44,4.21,53.0,2093,2503,55.32,73.79,0
53.37,7.9,34.77,3298,8459,76.21,71.39,1
65.97,6.99,63.39,2821,7333,63.24,49.19,1
64.09,5.14,55.59,2769,1822,76.14,75.95,0
64.55,4.45,49.21,1831,9747,63.77,71.37,0
99.01,6.02,72.89,2837,8522,53.79,76.68,1
75.68,6.53,35.01,3223,14911,63.11,70.84,1
77.94,3.01,78.02,2682,19065,95.75,66.59,1
53.68,4.36,54.69,3387,11282,76.41,85.12,0
67.15,1.22,59.45,3366,5517,44.8,80.0,0
77.58,6.52,49.47,2479,12234,87.72,92.94,1
62.71,8.22,31.66,3598,9047,51.95,79.42,0
85.9,4.64,53.05,2823,7799,81.38,69.04,1
60.57,0.67,59.69,2825,4692,77.96,81.25,0
71.56,5.6,64.47,2849,6679,79.09,42.29,1
67.97,2.87,52.23,2835,8111,101.36,100.0,0
76.97,3.31,24.3,1485,13020,53.08,76.12,0
67.31,5.63,33.42,2707,11555,78.99,100.0,0
71.75,4.96,83.73,2118,18128,90.67,58.96,1
72.17,3.62,39.7,3613,12372,56.42,55.24,0
66.19,3.33,74.98,3593,11121,54.58,77.49,0
80.82,4.73,41.92,3226,7469,62.83,77.44,1
77.86,3.76,52.45,2681,3813,73.85,77.07,0
73.94,2.5,63.75,2296,6151,42.61,74.79,0
69.83,3.9,43.52,2471,5501,77.93,62.58,1
84.56,5.11,77.29,3771,50,42.65,49.72,1
72.17,4.18,56.06,2454,3957,91.28,76.25,0
71.32,1.96,61.45,1622,17011,77.25,52.76,1
76.26,6.28,51.25,3315,10843,102.44,51.34,1
95.36,0.2,64.22,3550,7117,80.04,66.29,1
58.92,3.7,77.1,3630,10992,62.51,78.46,0
84.24,3.38,53.16,3319,50,53.62,100.0,0
52.28,4.77,79.22,3401,10410,72.3,86.69,1
77.61,5.51,46.44,2826,15387,67.46,93.5,0
93.9,6.53,65.7,1762,8394,89.35,81.8,1
80.86,3.22,61.85,2814,140,51.28,77.5,0
77.05,5.56,40.04,3111,6930,104.38,100.0,1
68.27,4.85,57.99,2732,15396,90.95,52.16,1
75.37,1.42,55.1,2710,10293,64.34,65.8,0
71.98,7.92,43.06,2318,1908,100.36,66.97,1
65.57,1.91,60.01,2299,20838,53.9,85.4,0
71.52,5.26,57.05,3719,2731,71.7,57.32,1
77.38,5.2,53.98,3737,7785,45.02,83.45,0
65.79,5.0,54.04,2799,3813,101.24,80.69,0
65.32,3.61,53.74,2941,3820,38.35,84.2,0
58.68,5.99,49.85,2310,6739,42.07,83.93,0
79.69,1.69,56.96,3121,12181,56.58,95.07,0
81.54,4.38,45.99,3680,15453,91.8,71.26,1
77.78,3.49,92.2,2035,7069,85.19,79.95,0
86.58,3.28,35.27,3032,3949,70.2,60.95,1
